employee_id,review_cycle,rating,promoted,manager_feedback_length
EMP1254,H1-2026,5,No,195
EMP1255,H1-2025,4,No,128
EMP1255,H2-2025,4,No,147
EMP1255,H1-2026,2,No,199
EMP1256,H1-2025,3,Yes,39
EMP1256,H2-2025,2,No,103
EMP1256,H1-2026,4,No,79
EMP1257,H1-2025,5,No,174
EMP1257,H2-2025,4,No,91
EMP1257,H1-2026,3,No,191
EMP1258,H1-2025,2,No,206
EMP1258,H2-2025,3,No,27
EMP1258,H1-2026,3,No,106
EMP1259,H1-2025,2,No,60
EMP1259,H2-2025,3,No,84
EMP1259,H1-2026,3,No,55
EMP1260,H1-2025,4,No,164
EMP1260,H2-2025,3,No,110
EMP1260,H1-2026,3,No,66
EMP1261,H1-2025,3,No,86
EMP1261,H2-2025,3,No,64
EMP1261,H1-2026,4,No,102
EMP1262,H1-2025,3,Yes,179
EMP1262,H2-2025,4,No,120
EMP1262,H1-2026,4,No,101
EMP1263,H1-2025,3,No,80
EMP1263,H2-2025,3,No,123
EMP1263,H1-2026,4,No,30
EMP1264,H1-2025,2,No,114
EMP1264,H2-2025,4,No,129
EMP1264,H1-2026,3,No,195
EMP1265,H1-2025,5,No,143
EMP1265,H2-2025,2,No,211
EMP1265,H1-2026,2,No,54
EMP1266,H1-2025,4,No,34
EMP1266,H2-2025,4,No,44
EMP1266,H1-2026,2,No,112
EMP1267,H1-2025,3,No,62
EMP1267,H2-2025,3,No,149
EMP1267,H1-2026,4,No,47
EMP1268,H1-2025,3,No,60
EMP1268,H2-2025,2,No,75
EMP1268,H1-2026,2,Yes,178
EMP1269,H1-2025,3,No,94
EMP1269,H2-2025,3,No,132
EMP1269,H1-2026,4,No,154
EMP1270,H1-2025,4,No,118
EMP1270,H2-2025,4,No,30
EMP1270,H1-2026,2,No,69
EMP1271,H1-2025,4,No,162
EMP1271,H2-2025,2,No,101
EMP1271,H1-2026,4,No,61
EMP1272,H1-2025,2,No,95
EMP1272,H2-2025,3,No,88
EMP1272,H1-2026,3,No,116
EMP1273,H1-2025,3,No,51
EMP1273,H2-2025,3,Yes,132
EMP1273,H1-2026,2,No,142
EMP1274,H1-2025,3,No,108
EMP1274,H2-2025,3,Yes,168
EMP1274,H1-2026,3,Yes,205
EMP1275,H1-2025,4,No,140
EMP1275,H2-2025,5,No,158
EMP1275,H1-2026,3,No,141
EMP1276,H1-2025,2,No,120
EMP1276,H2-2025,3,No,5
EMP1276,H1-2026,4,No,125
EMP1277,H1-2025,3,No,107
EMP1277,H2-2025,4,No,230
EMP1277,H1-2026,5,No,113
EMP1278,H1-2025,5,Yes,127
EMP1278,H2-2025,4,No,157
EMP1278,H1-2026,5,Yes,141
EMP1279,H1-2025,4,No,172
EMP1279,H2-2025,4,No,56
EMP1279,H1-2026,2,No,131
EMP1280,H1-2025,2,No,148
EMP1280,H2-2025,3,No,185
EMP1280,H1-2026,3,No,147
EMP1281,H1-2025,4,Yes,151
EMP1281,H2-2025,4,No,157
EMP1281,H1-2026,2,No,59
EMP1282,H1-2025,3,No,5
EMP1282,H2-2025,2,No,173
EMP1282,H1-2026,4,No,119
EMP1283,H1-2025,4,No,175
EMP1283,H2-2025,4,No,100
EMP1283,H1-2026,4,No,173
EMP1284,H1-2025,4,No,114
EMP1284,H2-2025,3,Yes,76
EMP1284,H1-2026,3,No,144
EMP1285,H1-2025,3,No,95
EMP1285,H2-2025,4,No,240
EMP1285,H1-2026,3,No,187
EMP1286,H1-2025,4,No,90
EMP1286,H2-2025,4,No,141
EMP1286,H1-2026,3,No,111
EMP1287,H1-2025,4,No,126
EMP1287,H2-2025,4,No,148
EMP1287,H1-2026,3,No,182
EMP1288,H1-2025,4,No,5
EMP1288,H2-2025,4,No,41
EMP1288,H1-2026,4,No,48
EMP1289,H1-2025,5,No,87
EMP1289,H2-2025,4,No,86
EMP1289,H1-2026,2,No,36
EMP1290,H1-2025,3,No,205
EMP1290,H2-2025,3,No,111
EMP1290,H1-2026,3,No,174
EMP1291,H1-2025,5,No,153
EMP1291,H2-2025,3,No,97
EMP1291,H1-2026,3,No,171
EMP1292,H1-2025,2,No,120
EMP1292,H2-2025,3,No,142
EMP1292,H1-2026,3,No,5
EMP1293,H1-2025,4,No,138
EMP1293,H2-2025,4,No,63
EMP1293,H1-2026,5,No,137
EMP1294,H1-2025,3,No,182
EMP1294,H2-2025,3,No,220
EMP1294,H1-2026,4,No,77
EMP1295,H1-2025,2,No,57
EMP1295,H2-2025,4,Yes,119
EMP1295,H1-2026,4,No,197
EMP1296,H1-2025,3,No,153
EMP1296,H2-2025,4,No,220
EMP1296,H1-2026,2,No,81
EMP1297,H1-2025,4,Yes,154
EMP1297,H2-2025,3,No,217
EMP1297,H1-2026,3,No,135
EMP1298,H1-2025,2,No,142
EMP1298,H2-2025,3,No,89
EMP1298,H1-2026,4,No,64
EMP1299,H1-2025,3,No,201
EMP1299,H2-2025,4,No,5
EMP1299,H1-2026,5,No,73
EMP1300,H1-2025,4,No,99
EMP1300,H2-2025,4,No,78
EMP1300,H1-2026,2,No,129
EMP1301,H1-2025,4,No,196
EMP1301,H2-2025,4,No,5
EMP1301,H1-2026,2,No,5
EMP1302,H1-2025,4,No,133
EMP1302,H2-2025,2,No,145
EMP1302,H1-2026,3,Yes,121
EMP1303,H1-2025,4,No,186
EMP1303,H2-2025,4,Yes,82
EMP1303,H1-2026,3,Yes,42
EMP1304,H1-2025,4,No,235
EMP1304,H2-2025,4,No,75
EMP1304,H1-2026,2,No,154
EMP1305,H1-2025,4,No,5
EMP1305,H2-2025,4,No,109
EMP1305,H1-2026,2,No,11
EMP1306,H1-2025,5,No,203
EMP1306,H2-2025,5,Yes,84
EMP1306,H1-2026,4,No,131
EMP1307,H1-2025,2,No,30
EMP1307,H2-2025,3,No,76
EMP1307,H1-2026,3,No,122
EMP1308,H1-2025,3,No,151
EMP1308,H2-2025,5,Yes,103
EMP1308,H1-2026,3,No,88
EMP1309,H1-2025,4,Yes,44
EMP1309,H2-2025,4,No,107
EMP1309,H1-2026,4,No,171
EMP1310,H1-2025,4,No,85
EMP1310,H2-2025,3,No,107
EMP1310,H1-2026,3,No,139
EMP1311,H1-2025,4,No,102
EMP1311,H2-2025,2,No,126
EMP1311,H1-2026,2,No,111
EMP1312,H1-2025,2,No,146
EMP1312,H2-2025,2,No,129
EMP1312,H1-2026,4,No,133
EMP1313,H1-2025,5,No,62
EMP1313,H2-2025,4,No,238
EMP1313,H1-2026,5,No,180
EMP1314,H1-2025,5,No,44
EMP1314,H2-2025,4,No,137
EMP1314,H1-2026,4,No,229
EMP1315,H1-2025,4,No,184
EMP1315,H2-2025,3,No,81
EMP1315,H1-2026,4,No,145
EMP1316,H1-2025,2,Yes,115
EMP1316,H2-2025,2,No,128
EMP1316,H1-2026,4,No,179
EMP1317,H1-2025,4,No,121
EMP1317,H2-2025,2,Yes,95
EMP1317,H1-2026,4,No,102
EMP1318,H1-2025,4,No,106
EMP1318,H2-2025,4,No,69
EMP1318,H1-2026,3,No,85
EMP1319,H1-2025,3,No,35
EMP1319,H2-2025,3,No,187
EMP1319,H1-2026,3,No,91
EMP1320,H1-2025,2,No,232
EMP1320,H2-2025,4,No,228
EMP1320,H1-2026,4,No,91
EMP1321,H1-2025,4,Yes,153
EMP1321,H2-2025,4,No,123
EMP1321,H1-2026,3,No,65
EMP1322,H1-2025,5,No,58
EMP1322,H2-2025,4,No,211
EMP1322,H1-2026,4,No,137
EMP1323,H1-2025,4,No,209
EMP1323,H2-2025,3,No,169
EMP1323,H1-2026,2,No,40
EMP1324,H1-2025,4,No,112
EMP1324,H2-2025,4,No,136
EMP1324,H1-2026,2,No,108
EMP1325,H1-2025,3,No,148
EMP1325,H2-2025,4,Yes,117
EMP1325,H1-2026,3,No,144
EMP1326,H1-2025,2,No,137
EMP1326,H2-2025,4,No,78
EMP1326,H1-2026,2,No,57
EMP1327,H1-2025,2,No,99
EMP1327,H2-2025,3,No,161
EMP1327,H1-2026,3,No,168
EMP1328,H1-2025,2,No,119
EMP1328,H2-2025,2,Yes,111
EMP1328,H1-2026,3,Yes,82
EMP1329,H1-2025,4,No,202
EMP1329,H2-2025,4,Yes,118
EMP1329,H1-2026,3,No,154
EMP1330,H1-2025,4,No,137
EMP1330,H2-2025,4,No,168
EMP1330,H1-2026,2,No,181
EMP1331,H1-2025,3,No,163
EMP1331,H2-2025,2,Yes,153
EMP1331,H1-2026,5,No,65
EMP1332,H1-2025,4,No,187
EMP1332,H2-2025,4,No,235
EMP1332,H1-2026,5,No,158
EMP1333,H1-2025,4,No,123
EMP1333,H2-2025,5,Yes,110
EMP1333,H1-2026,3,No,118
EMP1334,H1-2025,4,Yes,224
EMP1334,H2-2025,5,No,74
EMP1334,H1-2026,3,No,5
EMP1335,H1-2025,4,No,123
EMP1335,H2-2025,3,No,135
EMP1335,H1-2026,4,No,144
EMP1336,H1-2025,3,No,164
EMP1336,H2-2025,4,No,166
EMP1336,H1-2026,2,No,103
EMP1337,H1-2025,2,No,130
EMP1337,H2-2025,3,No,132
EMP1337,H1-2026,4,Yes,76
EMP1338,H1-2025,5,No,113
EMP1338,H2-2025,4,Yes,152
EMP1338,H1-2026,4,No,99
EMP1339,H1-2025,4,No,84
EMP1339,H2-2025,3,No,30
EMP1339,H1-2026,2,No,33
EMP1340,H1-2025,3,No,120
EMP1340,H2-2025,3,No,146
EMP1340,H1-2026,4,No,112
EMP1341,H1-2025,3,No,22
EMP1341,H2-2025,4,No,157
EMP1341,H1-2026,4,No,173
EMP1342,H1-2025,4,No,156
EMP1342,H2-2025,3,No,111
EMP1342,H1-2026,4,No,5
EMP1343,H1-2025,3,No,152
EMP1343,H2-2025,4,No,117
EMP1343,H1-2026,3,No,183
EMP1344,H1-2025,5,No,5
EMP1344,H2-2025,3,No,164
EMP1344,H1-2026,4,No,75
EMP1345,H1-2025,5,Yes,143
EMP1345,H2-2025,3,Yes,37
EMP1345,H1-2026,2,No,80
EMP1346,H1-2025,5,No,62
EMP1346,H2-2025,2,No,74
EMP1346,H1-2026,2,No,166
EMP1347,H1-2025,3,No,247
EMP1347,H2-2025,4,Yes,91
EMP1347,H1-2026,2,No,108
EMP1348,H1-2025,4,No,235
EMP1348,H2-2025,2,No,198
EMP1348,H1-2026,4,No,85
EMP1349,H1-2025,4,No,109
EMP1349,H2-2025,4,No,75
EMP1349,H1-2026,4,No,95
EMP1350,H1-2025,4,No,64
EMP1350,H2-2025,4,No,173
EMP1350,H1-2026,2,No,347
EMP1351,H1-2025,3,No,53
EMP1351,H2-2025,3,No,46
EMP1351,H1-2026,2,Yes,113
EMP1352,H1-2025,3,No,54
EMP1352,H2-2025,3,No,95
EMP1352,H1-2026,4,No,132
EMP1353,H1-2025,3,Yes,129
EMP1353,H2-2025,4,No,24
EMP1353,H1-2026,4,No,131
EMP1354,H1-2025,4,Yes,77
EMP1354,H2-2025,2,No,105
EMP1354,H1-2026,4,No,197
EMP1355,H1-2025,4,No,106
EMP1355,H2-2025,2,No,153
EMP1355,H1-2026,4,Yes,172
EMP1356,H1-2025,3,No,213
EMP1356,H2-2025,3,Yes,88
EMP1356,H1-2026,3,Yes,86
EMP1357,H1-2025,4,Yes,119
EMP1357,H2-2025,3,Yes,73
EMP1357,H1-2026,3,No,191
EMP1358,H1-2025,2,No,79
EMP1358,H2-2025,3,No,119
EMP1358,H1-2026,3,No,83
EMP1359,H1-2025,2,No,175
EMP1359,H2-2025,4,No,175
EMP1359,H1-2026,3,No,132
EMP1360,H1-2025,3,No,125
EMP1360,H2-2025,2,Yes,143
EMP1360,H1-2026,3,No,167
EMP1361,H1-2025,3,No,138
EMP1361,H2-2025,3,Yes,166
EMP1361,H1-2026,2,Yes,123
EMP1362,H1-2025,2,No,111
EMP1362,H2-2025,4,No,162
EMP1362,H1-2026,3,Yes,97
EMP1363,H1-2025,4,No,123
EMP1363,H2-2025,3,No,75
EMP1363,H1-2026,4,No,88
EMP1364,H1-2025,3,No,166
EMP1364,H2-2025,3,No,72
EMP1364,H1-2026,2,No,78
EMP1365,H1-2025,3,No,95
EMP1365,H2-2025,3,No,185
EMP1365,H1-2026,4,No,72
EMP1366,H1-2025,3,No,160
EMP1366,H2-2025,4,Yes,45
EMP1366,H1-2026,3,Yes,79
EMP1367,H1-2025,4,No,132
EMP1367,H2-2025,4,No,87
EMP1367,H1-2026,2,No,11
EMP1368,H1-2025,4,No,123
EMP1368,H2-2025,5,No,130
EMP1368,H1-2026,3,No,95
EMP1369,H1-2025,4,No,88
EMP1369,H2-2025,3,No,85
EMP1369,H1-2026,3,Yes,78
EMP1370,H1-2025,4,No,99
EMP1370,H2-2025,5,No,85
EMP1370,H1-2026,3,Yes,20
EMP1371,H1-2025,3,No,134
EMP1371,H2-2025,3,No,115
EMP1371,H1-2026,3,No,89
EMP1372,H1-2025,3,Yes,51
EMP1372,H2-2025,4,Yes,56
EMP1372,H1-2026,4,No,153
EMP1373,H1-2025,2,No,57
EMP1373,H2-2025,3,No,112
EMP1373,H1-2026,2,No,49
EMP1374,H1-2025,3,No,42
EMP1374,H2-2025,4,No,27
EMP1374,H1-2026,1,No,114
EMP1375,H1-2025,3,No,95
EMP1375,H2-2025,3,No,58
EMP1375,H1-2026,2,No,37
EMP1376,H1-2025,3,No,29
EMP1376,H2-2025,2,No,70
EMP1376,H1-2026,3,No,130
EMP1377,H1-2025,1,No,203
EMP1377,H2-2025,5,No,92
EMP1377,H1-2026,4,No,17
EMP1378,H1-2025,4,No,161
EMP1378,H2-2025,2,No,115
EMP1378,H1-2026,3,No,54
EMP1379,H1-2025,2,No,138
EMP1379,H2-2025,3,Yes,31
EMP1379,H1-2026,3,No,179
EMP1380,H1-2025,2,No,190
EMP1380,H2-2025,3,No,86
EMP1380,H1-2026,4,No,44
EMP1381,H1-2025,3,Yes,55
EMP1381,H2-2025,4,No,108
EMP1381,H1-2026,1,No,186
EMP1382,H1-2025,3,No,110
EMP1382,H2-2025,3,No,49
EMP1382,H1-2026,4,No,70
EMP1383,H1-2025,4,No,186
EMP1383,H2-2025,3,No,205
EMP1383,H1-2026,2,No,119
EMP1384,H1-2025,2,No,5
EMP1384,H2-2025,4,No,144
EMP1384,H1-2026,3,No,193
EMP1385,H1-2025,3,No,91
EMP1385,H2-2025,4,No,100
EMP1385,H1-2026,4,No,114
EMP1386,H1-2025,2,No,113
EMP1386,H2-2025,5,No,141
EMP1386,H1-2026,4,No,68
EMP1387,H1-2025,4,No,132
EMP1387,H2-2025,4,No,161
EMP1387,H1-2026,2,No,175
EMP1388,H1-2025,4,No,241
EMP1388,H2-2025,4,No,171
EMP1388,H1-2026,3,No,77
EMP1389,H1-2025,3,No,111
EMP1389,H2-2025,4,No,63
EMP1389,H1-2026,3,No,77
EMP1390,H1-2025,4,No,199
EMP1390,H2-2025,3,Yes,148
EMP1390,H1-2026,3,Yes,93
EMP1391,H1-2025,3,No,178
EMP1391,H2-2025,4,No,194
EMP1391,H1-2026,3,No,62
EMP1392,H1-2025,4,No,189
EMP1392,H2-2025,2,No,81
EMP1392,H1-2026,4,Yes,94
EMP1393,H1-2025,4,No,114
EMP1393,H2-2025,4,No,100
EMP1393,H1-2026,4,No,140
EMP1394,H1-2025,4,No,83
EMP1394,H2-2025,4,No,71
EMP1394,H1-2026,4,Yes,138
EMP1395,H1-2025,4,No,128
EMP1395,H2-2025,5,No,100
EMP1395,H1-2026,4,No,189
EMP1396,H1-2025,2,No,67
EMP1396,H2-2025,4,No,121
EMP1396,H1-2026,3,No,130
EMP1397,H1-2025,1,No,26
EMP1397,H2-2025,3,No,61
EMP1397,H1-2026,3,No,125
EMP1398,H1-2025,2,No,5
EMP1398,H2-2025,3,No,85
EMP1398,H1-2026,2,No,69
EMP1399,H1-2025,4,No,183
EMP1399,H2-2025,4,No,99
EMP1399,H1-2026,2,No,82
EMP1400,H1-2025,5,No,181
EMP1400,H2-2025,5,No,127
EMP1400,H1-2026,4,No,186
EMP1401,H1-2025,3,No,205
EMP1401,H2-2025,3,No,129
EMP1401,H1-2026,2,No,162
EMP1402,H1-2025,1,No,279
EMP1402,H2-2025,4,Yes,5
EMP1402,H1-2026,2,No,147
EMP1403,H1-2025,4,No,76
EMP1403,H2-2025,4,No,105
EMP1403,H1-2026,2,No,86
EMP1404,H1-2025,4,No,63
EMP1404,H2-2025,5,No,182
EMP1404,H1-2026,5,No,73
EMP1405,H1-2025,2,No,132
EMP1405,H2-2025,3,No,114
EMP1405,H1-2026,3,No,189
EMP1406,H1-2025,3,No,96
EMP1406,H2-2025,2,No,35
EMP1406,H1-2026,4,No,107
EMP1407,H1-2025,3,No,93
EMP1407,H2-2025,3,No,104
EMP1407,H1-2026,4,No,70
EMP1408,H1-2025,4,No,32
EMP1408,H2-2025,3,No,32
EMP1408,H1-2026,2,Yes,117
EMP1409,H1-2025,3,No,74
EMP1409,H2-2025,2,No,174
EMP1409,H1-2026,4,No,142
EMP1410,H1-2025,4,No,119
EMP1410,H2-2025,2,No,146
EMP1410,H1-2026,4,No,134
EMP1411,H1-2025,2,No,153
EMP1411,H2-2025,4,No,197
EMP1411,H1-2026,2,No,138
EMP1412,H1-2025,4,No,93
EMP1412,H2-2025,4,No,21
EMP1412,H1-2026,2,No,73
EMP1413,H1-2025,3,No,104
EMP1413,H2-2025,3,No,74
EMP1413,H1-2026,2,No,170
EMP1414,H1-2025,4,No,140
EMP1414,H2-2025,5,No,133
EMP1414,H1-2026,3,No,82
EMP1415,H1-2025,2,No,85
EMP1415,H2-2025,3,No,162
EMP1415,H1-2026,4,No,123
EMP1416,H1-2025,4,No,105
EMP1416,H2-2025,4,No,58
EMP1416,H1-2026,2,No,149
EMP1417,H1-2025,4,No,151
EMP1417,H2-2025,5,No,144
EMP1417,H1-2026,4,No,182
EMP1418,H1-2025,2,Yes,58
EMP1418,H2-2025,3,Yes,5
EMP1418,H1-2026,3,No,66
EMP1419,H1-2025,3,No,122
EMP1419,H2-2025,2,No,88
EMP1419,H1-2026,4,Yes,85
EMP1420,H1-2025,3,No,179
EMP1420,H2-2025,2,No,133
EMP1420,H1-2026,4,No,133
EMP1421,H1-2025,3,No,35
EMP1421,H2-2025,4,No,145
EMP1421,H1-2026,4,No,21
EMP1422,H1-2025,2,No,206
EMP1422,H2-2025,4,No,145
EMP1422,H1-2026,5,No,55
EMP1423,H1-2025,3,No,100
EMP1423,H2-2025,1,No,88
EMP1423,H1-2026,3,No,170
EMP1424,H1-2025,3,No,162
EMP1424,H2-2025,2,No,85
EMP1424,H1-2026,3,No,137
EMP1425,H1-2025,3,No,115
EMP1425,H2-2025,4,No,150
EMP1425,H1-2026,4,Yes,149
EMP1426,H1-2025,3,No,85
EMP1426,H2-2025,2,No,108
EMP1426,H1-2026,2,No,143
EMP1427,H1-2025,3,No,287
EMP1427,H2-2025,3,No,188
EMP1427,H1-2026,4,No,122
EMP1428,H1-2025,4,No,121
EMP1428,H2-2025,4,No,167
EMP1428,H1-2026,4,No,39
EMP1429,H1-2025,2,No,69
EMP1429,H2-2025,4,No,239
EMP1429,H1-2026,5,No,246
EMP1430,H1-2025,4,No,136
EMP1430,H2-2025,2,No,86
EMP1430,H1-2026,4,No,74
EMP1431,H1-2025,4,Yes,71
EMP1431,H2-2025,2,No,82
EMP1431,H1-2026,3,No,91
EMP1432,H1-2025,3,No,85
EMP1432,H2-2025,3,Yes,307
EMP1432,H1-2026,2,No,103
EMP1433,H1-2025,2,Yes,193
EMP1433,H2-2025,3,Yes,53
EMP1433,H1-2026,4,No,112
EMP1434,H1-2025,3,No,84
EMP1434,H2-2025,2,No,70
EMP1434,H1-2026,2,No,104
EMP1435,H1-2025,3,Yes,96
EMP1435,H2-2025,2,No,101
EMP1435,H1-2026,3,No,158
EMP1436,H1-2025,3,No,83
EMP1436,H2-2025,3,No,118
EMP1436,H1-2026,4,No,6
EMP1437,H1-2025,3,No,138
EMP1437,H2-2025,3,No,260
EMP1437,H1-2026,4,No,38
EMP1438,H1-2025,4,No,262
EMP1438,H2-2025,4,No,168
EMP1438,H1-2026,2,No,254
EMP1439,H1-2025,3,No,28
EMP1439,H2-2025,4,Yes,111
EMP1439,H1-2026,3,Yes,110
EMP1440,H1-2025,3,No,192
EMP1440,H2-2025,3,No,146
EMP1440,H1-2026,4,No,32
EMP1441,H1-2025,3,No,11
EMP1441,H2-2025,3,Yes,140
EMP1441,H1-2026,4,No,56
EMP1442,H1-2025,3,No,137
EMP1442,H2-2025,2,No,59
EMP1442,H1-2026,4,Yes,101
EMP1443,H1-2025,4,No,101
EMP1443,H2-2025,4,No,28
EMP1443,H1-2026,2,No,137
EMP1444,H1-2025,3,No,124
EMP1444,H2-2025,4,No,53
EMP1444,H1-2026,2,No,178
EMP1445,H1-2025,3,No,219
EMP1445,H2-2025,3,No,66
EMP1445,H1-2026,4,No,5
EMP1446,H1-2025,4,No,92
EMP1446,H2-2025,4,No,132
EMP1446,H1-2026,2,No,136
EMP1447,H1-2025,4,No,74
EMP1447,H2-2025,5,No,5
EMP1447,H1-2026,3,No,212
EMP1448,H1-2025,4,No,44
EMP1448,H2-2025,5,No,134
EMP1448,H1-2026,5,No,316
EMP1449,H1-2025,4,No,165
EMP1449,H2-2025,3,No,197
EMP1449,H1-2026,3,Yes,63
EMP1450,H1-2025,3,No,104
EMP1450,H2-2025,2,Yes,238
EMP1450,H1-2026,3,Yes,116
EMP1451,H1-2025,3,No,109
EMP1451,H2-2025,4,No,125
EMP1451,H1-2026,3,No,128
EMP1452,H1-2025,4,No,185
EMP1452,H2-2025,4,No,171
EMP1452,H1-2026,3,No,127
EMP1453,H1-2025,2,No,185
EMP1453,H2-2025,3,No,74
EMP1453,H1-2026,3,No,167
EMP1454,H1-2025,2,No,153
EMP1454,H2-2025,3,No,252
EMP1454,H1-2026,3,No,100
EMP1455,H1-2025,3,No,125
EMP1455,H2-2025,3,No,105
EMP1455,H1-2026,3,No,117
EMP1456,H1-2025,5,No,158
EMP1456,H2-2025,5,No,214
EMP1456,H1-2026,4,No,170
EMP1457,H1-2025,2,No,58
EMP1457,H2-2025,4,No,159
EMP1457,H1-2026,3,No,81
EMP1458,H1-2025,4,No,94
EMP1458,H2-2025,4,No,162
EMP1458,H1-2026,4,Yes,84
EMP1459,H1-2025,1,No,130
EMP1459,H2-2025,3,No,149
EMP1459,H1-2026,3,No,94
EMP1460,H1-2025,5,No,237
EMP1460,H2-2025,3,No,93
EMP1460,H1-2026,4,No,162
EMP1461,H1-2025,2,Yes,98
EMP1461,H2-2025,2,No,133
EMP1461,H1-2026,3,No,126
EMP1462,H1-2025,4,No,5
EMP1462,H2-2025,4,No,191
EMP1462,H1-2026,4,No,205
EMP1463,H1-2025,3,No,96
EMP1463,H2-2025,3,No,243
EMP1463,H1-2026,4,No,219
EMP1464,H1-2025,4,No,120
EMP1464,H2-2025,3,No,207
EMP1464,H1-2026,4,No,133
EMP1465,H1-2025,3,Yes,123
EMP1465,H2-2025,3,Yes,31
EMP1465,H1-2026,3,No,150
EMP1466,H1-2025,4,No,38
EMP1466,H2-2025,4,No,49
EMP1466,H1-2026,2,No,295
EMP1467,H1-2025,4,No,159
EMP1467,H2-2025,3,No,146
EMP1467,H1-2026,3,No,107
EMP1468,H1-2025,4,No,30
EMP1468,H2-2025,4,Yes,92
EMP1468,H1-2026,4,No,197
EMP1469,H1-2025,4,No,163
EMP1469,H2-2025,3,Yes,69
EMP1469,H1-2026,3,No,123
EMP1470,H1-2025,4,No,171
EMP1470,H2-2025,3,No,128
EMP1470,H1-2026,5,No,5
EMP1471,H1-2025,4,No,179
EMP1471,H2-2025,4,No,85
EMP1471,H1-2026,2,No,55
EMP1472,H1-2025,4,No,17
EMP1472,H2-2025,4,Yes,99
EMP1472,H1-2026,2,No,78
EMP1473,H1-2025,5,No,49
EMP1473,H2-2025,3,No,166
EMP1473,H1-2026,1,No,128
EMP1474,H1-2025,4,No,72
EMP1474,H2-2025,4,No,116
EMP1474,H1-2026,3,No,31
EMP1475,H1-2025,4,No,63
EMP1475,H2-2025,4,No,87
EMP1475,H1-2026,2,No,150
EMP1476,H1-2025,3,No,66
EMP1476,H2-2025,3,No,49
EMP1476,H1-2026,2,No,174
EMP1477,H1-2025,4,No,134
EMP1477,H2-2025,4,No,130
EMP1477,H1-2026,2,No,107
EMP1478,H1-2025,4,No,174
EMP1478,H2-2025,4,Yes,82
EMP1478,H1-2026,4,No,30
EMP1479,H1-2025,4,Yes,106
EMP1479,H2-2025,3,No,33
EMP1479,H1-2026,4,No,139
EMP1480,H1-2025,4,No,222
EMP1480,H2-2025,4,No,104
EMP1480,H1-2026,2,No,97
EMP1481,H1-2025,3,No,197
EMP1481,H2-2025,4,No,63
EMP1481,H1-2026,3,No,112
EMP1482,H1-2025,5,Yes,91
EMP1482,H2-2025,3,No,38
EMP1482,H1-2026,5,No,74
EMP1483,H1-2025,4,No,153
EMP1483,H2-2025,5,No,208
EMP1483,H1-2026,5,No,156
EMP1484,H1-2025,4,No,49
EMP1484,H2-2025,4,No,196
EMP1484,H1-2026,2,No,181
EMP1485,H1-2025,3,No,57
EMP1485,H2-2025,4,No,118
EMP1485,H1-2026,3,Yes,72
EMP1486,H1-2025,2,No,136
EMP1486,H2-2025,4,No,243
EMP1486,H1-2026,4,No,116
EMP1487,H1-2025,3,No,117
EMP1487,H2-2025,3,No,88
EMP1487,H1-2026,4,No,23
EMP1488,H1-2025,4,No,195
EMP1488,H2-2025,4,No,187
EMP1488,H1-2026,2,No,204
EMP1489,H1-2025,4,No,111
EMP1489,H2-2025,4,No,77
EMP1489,H1-2026,4,No,82
EMP1490,H1-2025,5,No,144
EMP1490,H2-2025,4,No,62
EMP1490,H1-2026,5,No,104
EMP1491,H1-2025,4,No,5
EMP1491,H2-2025,4,No,208
EMP1491,H1-2026,2,No,5
EMP1492,H1-2025,3,No,25
EMP1492,H2-2025,3,No,8
EMP1492,H1-2026,3,No,185
EMP1493,H1-2025,4,No,200
EMP1493,H2-2025,4,No,125
EMP1493,H1-2026,2,No,92
EMP1494,H1-2025,3,No,30
EMP1494,H2-2025,3,No,21
EMP1494,H1-2026,3,No,58
EMP1495,H1-2025,4,No,123
EMP1495,H2-2025,2,No,208
EMP1495,H1-2026,4,No,231
EMP1496,H1-2025,3,No,102
EMP1496,H2-2025,4,No,36
EMP1496,H1-2026,4,No,62
EMP1497,H1-2025,3,No,22
EMP1497,H2-2025,3,No,198
EMP1497,H1-2026,5,No,103
EMP1498,H1-2025,4,Yes,298
EMP1498,H2-2025,4,Yes,72
EMP1498,H1-2026,4,No,119
EMP1499,H1-2025,2,No,32
EMP1499,H2-2025,4,No,164
EMP1499,H1-2026,4,No,85
